sample_id,pattern,arrival_pattern,count,disk_size,initial_head,direction,spread,density,clustering,direction_bias,fcfs_dist,sstf_dist,scan_dist,cscan_dist,fcfs_var,sstf_var,scan_var,cscan_var,best_algorithm
1,random,sequential,50,150,6,DOWN,0.7752,0.7246,0.3724,0.2066,2454,143,155,292,12872.78,5920.9,6094.53,6297.11,C-SCAN
2,random,continuous,18,150,139,UP,0.7381,0.2707,0.3456,0.2277,907,138,158,292,3431.75,1085.84,1107.84,1509.77,SSTF
3,random,sequential,12,150,23,UP,0.7534,0.186,0.2436,0.2261,738,234,274,286,1331.93,727.59,849.06,883.53,SSTF
4,random,continuous,48,150,143,UP,0.7929,0.6621,0.3989,0.23,2052,147,153,290,16689.13,6363.22,6414.1,6868.77,C-SCAN
5,random,sequential,24,300,142,UP,0.8569,0.1622,0.3834,0.2503,2546,449,455,566,11218.04,2894.03,2966.27,4024.79,SSTF
6,random,sequential,37,250,71,UP,0.801,0.296,0.3618,0.2358,2754,463,427,496,15971.96,4437.3,4233.99,4631.06,C-SCAN
7,random,random,16,150,97,UP,0.6963,0.2581,0.4604,0.2801,803,155,195,285,1193.92,809.39,944.75,1403.68,SSTF
8,random,bursty,48,250,206,UP,0.7934,0.4034,0.319,0.2209,4294,435,284,493,23378.47,5299.53,5667.31,8681.04,SCAN
9,random,continuous,17,300,40,DOWN,0.7314,0.1298,0.3255,0.2998,1273,279,323,577,7163.09,1172.6,1284.06,2790.93,SSTF
10,random,all_at_once,46,200,180,UP,0.7997,0.4718,0.3552,0.2138,2752,374,218,394,35524.26,6931.26,6757.93,6949.69,C-SCAN
11,random,all_at_once,24,250,20,UP,0.8104,0.2025,0.3971,0.2228,2429,249,471,494,21998.29,2531.57,3075.23,3159.27,SSTF
12,random,random,27,300,186,UP,0.8122,0.1908,0.2874,0.2264,2801,473,405,586,11961.22,3364.77,3396.74,4609.76,SCAN
13,random,continuous,23,250,179,UP,0.8206,0.1878,0.3374,0.2372,1942,330,314,490,11811.93,2533.68,2504.79,3319.4,SCAN
14,random,sequential,20,400,373,UP,0.7748,0.113,0.3762,0.2129,2641,353,405,783,10004.44,2247.96,2549.58,3339.69,C-SCAN
15,random,random,34,250,236,UP,0.8257,0.2857,0.4356,0.2252,3765,241,259,494,25428.69,3951.03,4083.39,4823.67,C-SCAN
16,random,random,24,150,80,DOWN,0.7029,0.3871,0.4047,0.2366,1199,185,221,280,4222.89,1497.81,1715.31,2550.68,SSTF
17,random,sequential,23,400,367,DOWN,0.7581,0.1326,0.4977,0.2453,3222,365,365,365,21348.67,2632.99,2632.99,2632.99,C-SCAN
18,random,random,41,300,234,UP,0.845,0.2761,0.4211,0.2436,3880,360,362,579,38275.57,6844.31,6917.57,7507.79,C-SCAN
19,random,continuous,25,400,275,DOWN,0.7519,0.1416,0.3997,0.2512,2768,593,661,738,22504.09,4412.63,4984.0,5645.3,SSTF
20,random,sequential,47,300,185,UP,0.8453,0.3197,0.43,0.2042,5473,476,411,594,68621.5,9797.51,6196.84,7057.22,C-SCAN
21,random,sequential,41,150,12,UP,0.8495,0.5467,0.4944,0.2326,2138,161,286,297,9801.93,4851.71,4218.35,4092.24,C-SCAN
22,random,bursty,20,300,32,DOWN,0.8003,0.1423,0.3237,0.2573,2401,293,331,575,8953.25,1721.14,1914.38,2181.23,SSTF
23,random,all_at_once,39,400,128,UP,0.754,0.2108,0.4596,0.2456,4697,481,654,796,70976.38,7273.81,8441.95,10393.58,SSTF
24,random,all_at_once,44,250,196,DOWN,0.7894,0.3563,0.5435,0.2375,3044,300,444,498,39292.6,6759.15,8546.21,9086.36,SSTF
25,random,random,37,200,116,UP,0.7871,0.3957,0.3445,0.2271,2506,302,282,397,14830.12,3406.31,4795.12,5205.92,SSTF
26,random,continuous,21,400,54,DOWN,0.808,0.1094,0.2869,0.2952,2811,421,453,783,14957.58,2570.26,2735.84,5377.46,SSTF
27,random,continuous,22,200,95,UP,0.7765,0.2444,0.2984,0.2634,1004,270,296,376,4016.85,2303.44,2508.39,2921.89,SSTF
28,random,all_at_once,10,400,165,DOWN,0.7487,0.0575,0.376,0.2222,1049,575,557,779,4850.26,1635.2,1932.16,3682.07,SSTF
29,random,sequential,33,250,61,UP,0.826,0.2694,0.3047,0.2221,2967,302,434,478,17121.95,4096.06,4594.14,4640.24,C-SCAN
30,random,continuous,15,150,124,UP,0.4852,0.3448,0.3013,0.2326,577,121,171,263,1514.72,705.35,705.35,1025.82,SSTF
31,random,random,18,300,281,UP,0.767,0.13,0.438,0.3494,1039,277,313,597,2209.08,922.12,1008.04,3376.06,SSTF
32,random,random,48,300,108,UP,0.8073,0.3299,0.3271,0.2194,4622,487,483,596,43614.02,6209.72,6018.89,7316.94,SCAN
33,random,all_at_once,33,300,264,DOWN,0.8271,0.2284,0.5116,0.2559,3244,321,561,590,40898.95,4645.69,5804.7,6095.0,SSTF
34,random,continuous,24,150,86,UP,0.8455,0.3265,0.3918,0.2782,1504,231,211,296,9355.4,2054.84,2629.1,3338.41,SSTF
35,random,all_at_once,24,400,112,UP,0.8374,0.124,0.3863,0.2907,3540,493,681,745,37526.72,3988.66,5060.96,5727.59,SSTF
36,random,all_at_once,50,150,58,UP,0.7977,0.6803,0.4733,0.232,2094,202,238,295,30320.65,7875.35,8392.63,9283.79,SSTF
37,random,bursty,14,400,121,DOWN,0.7229,0.0798,0.4017,0.2226,1510,451,493,797,3435.75,870.84,983.06,3631.37,SCAN
38,random,sequential,44,200,185,DOWN,0.8271,0.4422,0.4092,0.234,2817,217,383,394,15525.83,5245.89,5943.31,5882.39,C-SCAN
39,random,bursty,36,200,24,UP,0.8483,0.3618,0.3609,0.2509,3022,374,374,397,7557.91,4534.81,4981.2,4940.24,C-SCAN
40,random,all_at_once,37,300,239,UP,0.7377,0.2711,0.5323,0.2643,3109,323,351,596,36326.79,5361.69,5411.06,6681.71,SSTF
41,random,sequential,35,250,204,UP,0.8044,0.2893,0.4515,0.2261,2238,284,290,497,10120.65,3035.49,3018.47,6034.96,SSTF
42,random,bursty,22,400,229,UP,0.7108,0.129,0.3021,0.2131,2659,479,541,790,11734.31,3242.96,3631.77,5753.51,C-SCAN
43,random,bursty,27,300,127,UP,0.8023,0.1862,0.5086,0.2787,2368,413,468,596,5136.72,3657.89,3695.74,4735.54,SSTF
44,random,all_at_once,16,150,138,UP,0.7738,0.2481,0.3594,0.2843,990,129,149,295,5154.57,1078.27,1105.59,1259.55,SSTF
45,random,bursty,25,200,104,DOWN,0.7528,0.2793,0.3043,0.2682,1613,263,293,393,2394.88,2489.97,2903.75,3954.87,SSTF
46,random,all_at_once,35,150,42,DOWN,0.8485,0.4698,0.4234,0.2224,1505,254,190,293,16047.74,4499.22,4187.41,4729.38,C-SCAN
47,random,continuous,26,300,146,DOWN,0.8144,0.1781,0.3425,0.2163,3288,444,445,597,32348.73,4182.9,3998.27,5385.14,SCAN
48,random,sequential,41,200,48,DOWN,0.822,0.4184,0.4008,0.2216,2696,345,246,396,15662.29,5951.11,4719.09,4931.49,C-SCAN
49,random,all_at_once,47,400,31,DOWN,0.7562,0.2513,0.4272,0.2122,5955,410,428,792,105026.98,8179.74,8104.72,8594.1,C-SCAN
50,random,all_at_once,47,300,257,UP,0.8364,0.3165,0.4302,0.2395,4643,337,339,592,84794.65,8166.5,8251.83,11458.12,SSTF
51,random,sequential,15,200,17,UP,0.7692,0.1648,0.3819,0.326,1064,196,379,388,1990.36,1368.97,1670.39,1658.7,SSTF
52,random,continuous,17,400,126,UP,0.7888,0.0916,0.2274,0.2761,2069,499,671,765,10722.43,2928.75,3779.51,4713.4,SSTF
53,random,random,36,400,289,DOWN,0.7338,0.2069,0.3514,0.2408,4372,413,644,797,29909.21,5577.36,5732.3,7288.82,SSTF
54,random,sequential,30,200,67,DOWN,0.8138,0.3046,0.3597,0.2139,1709,338,264,394,7729.97,3227.43,2438.23,5033.39,SCAN
55,random,all_at_once,29,300,161,UP,0.7514,0.2117,0.3391,0.239,2648,420,421,589,28011.55,4617.06,5059.45,6833.67,SSTF
56,random,continuous,49,400,51,UP,0.7687,0.2606,0.4828,0.2067,5631,713,733,761,82102.94,8289.64,8345.48,8419.93,C-SCAN
57,random,all_at_once,42,250,33,DOWN,0.8199,0.3443,0.3719,0.2346,3599,459,282,498,49965.47,6989.65,6376.96,7143.74,C-SCAN
58,random,continuous,33,250,40,DOWN,0.7925,0.2727,0.3178,0.2649,2971,451,286,496,26035.99,4109.62,3469.03,5180.39,SCAN
59,random,continuous,29,400,334,UP,0.8026,0.1563,0.5376,0.2392,4583,430,440,711,51911.03,4483.57,4597.7,6317.7,SSTF
60,random,all_at_once,16,200,67,UP,0.6077,0.2148,0.3521,0.2278,723,209,323,384,3122.93,1310.53,2053.78,2584.12,SSTF
61,random,continuous,45,200,69,DOWN,0.8331,0.4523,0.318,0.246,2649,271,267,397,26129.66,5324.25,5303.86,7351.28,SCAN
62,random,continuous,31,200,175,DOWN,0.828,0.3163,0.3898,0.2022,1941,367,373,398,14013.66,3895.52,4039.05,4202.2,C-SCAN
63,random,random,26,150,23,DOWN,0.8202,0.3662,0.3889,0.2147,1636,267,172,293,4777.38,2038.95,2623.78,2019.36,C-SCAN
64,random,random,10,250,197,UP,0.5145,0.1399,0.4329,0.2578,895,181,285,459,1677.54,436.4,628.35,837.87,SSTF
65,random,continuous,38,400,361,DOWN,0.8254,0.1969,0.4786,0.2478,4833,410,747,790,51016.99,5720.92,9207.64,9763.16,SSTF
66,random,random,17,150,38,UP,0.7243,0.2576,0.2273,0.2194,885,159,248,291,1485.83,1038.31,766.46,794.23,SCAN
67,random,all_at_once,45,200,110,UP,0.8501,0.4615,0.43,0.2594,3029,304,288,394,38559.15,7668.5,7562.09,8550.1,C-SCAN
68,random,sequential,33,150,91,UP,0.8073,0.4552,0.4298,0.2476,1548,199,205,297,5833.85,3055.72,3134.82,4232.53,SSTF
69,random,continuous,16,250,199,DOWN,0.8145,0.1373,0.4601,0.2306,1441,418,448,497,6701.0,2237.44,2391.89,2732.47,SSTF
70,random,bursty,19,200,41,UP,0.8314,0.1929,0.4416,0.2418,1294,354,354,381,2702.52,1921.23,1921.23,2013.26,SSTF
71,random,sequential,21,250,200,DOWN,0.7189,0.1981,0.3151,0.2435,1698,386,436,498,6700.88,2073.07,2317.52,2499.52,SSTF
72,random,bursty,20,150,97,UP,0.7636,0.2941,0.3061,0.3147,1041,184,194,296,796.36,1565.03,1607.35,2528.58,SSTF
73,random,sequential,22,300,179,DOWN,0.7898,0.1481,0.4537,0.2391,2111,512,476,598,9860.76,2322.4,3025.05,4032.78,SSTF
74,random,random,11,200,102,DOWN,0.7747,0.1189,0.2122,0.3034,801,277,295,369,1289.9,781.91,855.53,1059.58,SSTF
75,random,continuous,27,250,164,DOWN,0.7871,0.2241,0.3257,0.2505,2430,401,407,483,16122.06,3467.88,3547.91,4245.54,SSTF
76,random,continuous,11,150,66,UP,0.8321,0.1549,0.4465,0.3478,614,236,225,278,1660.74,717.23,821.78,1163.26,SSTF
77,random,random,12,150,111,DOWN,0.6292,0.2143,0.3774,0.3241,496,201,243,290,464.87,640.34,779.55,889.01,SSTF
78,random,continuous,48,400,59,DOWN,0.8046,0.2412,0.3836,0.2057,5414,737,458,795,91182.02,9843.35,8496.26,11381.17,SCAN
79,random,continuous,26,150,111,UP,0.7841,0.3662,0.5176,0.2102,1452,197,185,295,8541.09,2341.07,2380.06,3198.89,SCAN
80,random,random,22,250,110,UP,0.8003,0.188,0.5291,0.2456,2323,404,374,483,10719.5,3102.02,2843.4,3240.05,C-SCAN
81,random,bursty,30,150,76,DOWN,0.807,0.4255,0.4286,0.2436,1207,211,221,283,1070.1,3575.73,3704.36,5788.53,FCFS
82,random,sequential,35,250,141,UP,0.7835,0.3004,0.3262,0.2018,3026,329,351,483,23760.07,3611.48,3818.27,5525.94,SSTF
83,random,bursty,34,200,157,DOWN,0.7592,0.3864,0.4603,0.2061,2041,315,349,390,3671.35,4425.71,4663.25,4333.76,FCFS
84,random,bursty,10,250,73,UP,0.7197,0.0943,0.2487,0.2899,662,365,409,465,946.84,1536.44,1764.74,2071.49,FCFS
85,random,bursty,48,250,119,DOWN,0.8143,0.3871,0.372,0.2407,4411,375,366,495,19743.03,6459.16,7596.35,7576.43,SSTF
86,random,all_at_once,23,400,242,UP,0.7959,0.1186,0.4421,0.2387,2417,538,550,775,17542.73,4035.92,4197.68,6919.79,SSTF
87,random,sequential,42,400,171,UP,0.813,0.2234,0.3394,0.2458,6276,543,618,788,81228.08,5918.99,9656.12,11070.52,SSTF
88,random,all_at_once,29,200,50,UP,0.8045,0.3005,0.3408,0.2602,1814,242,348,391,14858.6,3376.84,4061.01,4442.3,SSTF
89,random,bursty,25,300,37,DOWN,0.8318,0.1701,0.398,0.2454,2742,561,334,588,8066.11,2925.18,1947.69,3718.44,SCAN
90,random,bursty,46,200,183,DOWN,0.844,0.467,0.5008,0.2254,3185,222,382,396,13748.31,3949.1,7314.75,6541.88,SSTF
91,random,all_at_once,25,200,167,UP,0.8086,0.2564,0.4494,0.2613,1572,226,226,376,12210.24,2475.58,2475.58,3619.95,SSTF
92,random,all_at_once,24,200,178,DOWN,0.807,0.2526,0.3634,0.2444,1905,357,377,381,15542.57,2648.5,2715.44,2725.7,C-SCAN
93,random,bursty,25,150,116,UP,0.8236,0.3497,0.4929,0.2434,1405,253,177,292,1147.6,2224.53,2218.84,2686.15,FCFS
94,random,bursty,43,400,304,DOWN,0.7654,0.2299,0.3558,0.2449,5242,660,694,784,46408.29,5982.34,6196.43,7171.46,SSTF
95,random,sequential,42,300,280,DOWN,0.8164,0.2958,0.4465,0.2327,4060,554,572,591,33061.46,6136.39,6237.75,6422.71,C-SCAN
96,random,random,40,300,132,UP,0.8109,0.273,0.3105,0.2247,3803,458,460,583,27300.93,4865.38,4921.13,5417.57,C-SCAN
97,random,all_at_once,41,200,70,DOWN,0.7612,0.4457,0.309,0.26,2271,309,266,398,26370.47,6519.18,6146.65,7558.5,SCAN
98,random,random,28,200,69,DOWN,0.7903,0.3011,0.3862,0.2305,1976,252,256,385,10489.09,3232.66,3305.64,4050.61,SSTF
99,random,bursty,15,200,38,UP,0.7464,0.1705,0.4342,0.3448,864,201,348,396,1069.27,848.44,1011.76,1491.24,SSTF
100,random,bursty,19,200,16,DOWN,0.8124,0.1959,0.3364,0.2554,1395,224,212,389,2183.27,1339.71,1346.67,2148.79,SCAN
101,random,sequential,44,300,212,UP,0.807,0.3034,0.4587,0.2152,4300,366,386,591,39854.35,4600.15,4803.91,8387.29,SSTF
102,random,continuous,34,400,356,UP,0.8177,0.1739,0.3406,0.2171,4289,743,439,793,50349.86,6294.22,4823.5,6257.11,SCAN
103,random,bursty,40,150,90,DOWN,0.7971,0.5594,0.3286,0.2161,2181,201,239,297,5125.75,4501.8,4895.11,5134.39,C-SCAN
104,random,bursty,44,400,308,UP,0.7487,0.2465,0.3511,0.2303,4856,650,476,797,34617.95,8545.26,6146.99,12997.36,SCAN
105,random,bursty,27,300,248,UP,0.8317,0.1824,0.3527,0.2423,2069,343,349,558,4590.85,2150.18,2208.64,3705.2,SSTF
106,random,continuous,35,200,119,UP,0.8174,0.3627,0.4597,0.2438,2422,270,274,395,21633.51,4657.97,4753.63,6272.11,SSTF
107,random,all_at_once,11,300,288,UP,0.8021,0.0761,0.3378,0.2287,1372,294,304,511,6445.6,929.24,973.11,1831.18,SSTF
108,random,all_at_once,37,200,118,UP,0.8014,0.3834,0.4085,0.2007,2549,271,275,390,28435.36,5284.09,5387.42,6881.37,SSTF
109,random,random,34,250,54,DOWN,0.8289,0.2822,0.3193,0.2438,3190,288,300,483,23237.85,3594.55,3717.36,5113.25,SSTF
110,random,random,34,250,192,DOWN,0.7677,0.2918,0.3449,0.2493,2389,412,436,491,10077.93,3949.59,4071.65,3722.08,C-SCAN
111,random,random,40,150,138,UP,0.8136,0.5594,0.3769,0.2551,1866,149,157,291,7075.49,2328.83,2402.31,6167.66,SSTF
112,random,sequential,14,150,7,UP,0.7056,0.2137,0.2736,0.2599,583,139,139,139,719.13,782.89,782.89,782.89,FCFS
113,random,bursty,49,200,61,UP,0.8342,0.4975,0.3116,0.2125,3121,256,336,397,9757.96,3687.72,5590.31,6231.87,SSTF
114,random,random,17,400,111,DOWN,0.6296,0.1153,0.3485,0.2421,1743,490,418,796,5355.66,2055.85,2248.31,3883.4,SCAN
115,random,sequential,20,400,310,UP,0.7036,0.1242,0.3615,0.2342,2825,606,451,793,16286.71,3208.36,2563.41,4375.6,SCAN
116,random,continuous,16,400,13,DOWN,0.7578,0.086,0.3079,0.2307,1980,386,412,783,10545.09,1541.99,1542.65,1989.12,SSTF
117,random,continuous,34,300,101,UP,0.8254,0.2329,0.3355,0.2483,3308,386,491,593,29460.32,6065.41,6141.97,6994.42,SSTF
118,random,continuous,50,200,26,DOWN,0.8526,0.5051,0.4127,0.2234,4054,222,224,391,46606.04,7752.53,7824.74,8880.45,C-SCAN
119,random,random,46,150,88,DOWN,0.7667,0.6479,0.4394,0.2241,1965,204,237,298,9072.27,3815.91,6226.92,6372.56,SSTF
120,random,bursty,42,250,3,DOWN,0.8257,0.3515,0.4042,0.219,4273,238,244,498,19894.4,5312.82,5458.91,5930.77,C-SCAN
121,random,sequential,37,250,162,DOWN,0.8043,0.3058,0.4003,0.228,2906,411,409,492,20310.76,4016.91,4137.31,4376.7,C-SCAN
122,random,continuous,21,400,333,DOWN,0.8496,0.1066,0.3501,0.2664,3804,721,731,769,34599.73,4693.86,4803.91,5210.6,C-SCAN
123,random,random,40,300,223,DOWN,0.826,0.2694,0.3804,0.2065,4618,386,522,592,41049.87,4092.16,5973.89,6127.55,SSTF
124,random,sequential,15,250,225,DOWN,0.5509,0.184,0.2835,0.2737,1096,211,211,211,2529.66,887.61,887.61,887.61,SSTF
125,random,random,39,400,312,DOWN,0.8257,0.2037,0.3538,0.212,6017,692,706,793,55695.6,7673.15,7938.41,9176.43,SSTF
126,random,sequential,41,250,46,DOWN,0.7833,0.346,0.3016,0.2167,2995,269,295,483,19054.98,4692.91,4933.94,5982.99,SSTF
127,random,continuous,26,250,71,DOWN,0.6919,0.2464,0.4011,0.304,1539,263,299,498,8204.5,2357.96,2465.43,3729.52,SSTF
128,random,bursty,43,200,21,UP,0.7968,0.4456,0.3678,0.2297,2756,206,370,397,9071.25,4052.23,5927.93,6196.62,SSTF
129,random,bursty,45,200,176,DOWN,0.7547,0.5085,0.3937,0.2662,2746,350,354,396,8579.9,4210.49,4208.79,4202.43,C-SCAN
130,random,bursty,11,150,75,UP,0.7691,0.1618,0.2154,0.3633,510,203,215,281,189.66,1244.64,1332.97,1596.46,FCFS
131,random,bursty,25,250,169,DOWN,0.7653,0.2183,0.2558,0.2651,1874,305,415,493,5449.63,2553.08,3557.45,3807.99,SSTF
132,random,random,43,250,108,DOWN,0.7855,0.3675,0.3741,0.2479,3521,369,348,490,26543.36,4421.93,7248.78,7361.79,C-SCAN
133,random,sequential,39,250,78,DOWN,0.7706,0.3391,0.2518,0.2295,3362,308,308,497,21663.98,4456.68,4502.0,7957.61,SSTF
134,random,sequential,22,250,30,UP,0.7831,0.1872,0.3756,0.2293,1871,446,460,478,7850.59,2257.5,2312.53,2347.71,C-SCAN
135,random,all_at_once,40,250,185,DOWN,0.817,0.3361,0.4978,0.2578,3743,300,433,494,50442.15,6406.61,7733.61,8575.83,SSTF
136,random,random,28,200,92,UP,0.7276,0.32,0.3809,0.2655,1492,267,295,389,3636.49,2401.49,2569.07,3160.78,SSTF
137,random,all_at_once,44,200,70,UP,0.7816,0.4862,0.3382,0.2173,3050,294,324,395,45510.93,7559.13,7982.74,8855.54,SSTF
138,random,all_at_once,28,200,163,DOWN,0.7789,0.3043,0.4137,0.2283,2194,338,354,378,18690.77,3336.3,3432.84,3576.96,C-SCAN
139,random,bursty,46,250,120,DOWN,0.8452,0.371,0.3451,0.2089,3744,385,368,496,9236.78,6923.09,4893.57,4817.49,C-SCAN
140,random,all_at_once,21,150,64,DOWN,0.7227,0.3111,0.4285,0.2129,865,216,208,298,4945.97,2125.75,1973.9,2746.15,SCAN
141,random,sequential,35,300,37,UP,0.8156,0.2422,0.4299,0.2292,3740,543,557,587,23547.36,4408.24,4487.52,4610.69,C-SCAN
142,random,all_at_once,46,250,21,UP,0.8431,0.3695,0.4504,0.233,3550,268,476,497,48612.26,7477.53,8705.43,8825.67,SSTF
143,random,continuous,36,400,305,UP,0.7627,0.1994,0.3496,0.2088,4367,427,481,771,48166.2,6036.75,6360.28,7432.94,SSTF
144,random,random,38,300,152,DOWN,0.8306,0.2612,0.4485,0.2214,3587,434,448,590,25117.73,4652.44,7488.62,6804.81,SSTF
145,random,sequential,49,150,25,UP,0.8143,0.6577,0.4382,0.2097,2189,280,272,297,11273.02,5154.85,4574.42,4561.18,C-SCAN
146,random,continuous,15,200,61,UP,0.7782,0.1676,0.3275,0.2743,1298,277,323,393,5216.22,1676.99,1531.92,1871.04,SSTF
147,random,continuous,20,150,104,DOWN,0.8222,0.2759,0.3317,0.2618,1300,194,252,295,6407.21,1825.3,1888.81,2196.22,SSTF
148,random,random,28,150,59,DOWN,0.7769,0.4058,0.5118,0.2183,1513,188,204,291,6221.97,2595.71,2730.77,3258.12,SSTF
149,random,continuous,39,150,59,DOWN,0.7947,0.5532,0.3947,0.2113,2048,235,205,298,16333.86,5215.38,4981.69,5839.99,SCAN
150,random,sequential,22,300,58,UP,0.7551,0.1673,0.3092,0.2563,2104,299,519,594,10724.51,2159.57,3388.7,3892.6,SSTF
151,random,random,19,150,15,UP,0.843,0.2585,0.4361,0.2344,1245,171,281,296,2286.63,1633.59,1668.18,1774.83,SSTF
152,random,bursty,46,250,112,UP,0.7592,0.3966,0.3448,0.2104,3453,333,370,497,15197.53,5061.97,7709.07,5667.97,C-SCAN
153,random,bursty,29,300,139,DOWN,0.8203,0.2028,0.4352,0.2306,3429,414,434,584,14667.28,3425.43,3587.81,4624.03,SSTF
154,random,continuous,48,150,110,DOWN,0.8438,0.6443,0.3752,0.2205,2364,257,259,298,23883.97,7321.9,7428.74,7243.73,C-SCAN
155,random,random,11,150,58,UP,0.5735,0.2056,0.386,0.4289,331,191,203,277,120.48,350.68,357.27,400.63,FCFS
156,random,random,12,200,120,DOWN,0.8391,0.1224,0.3288,0.2538,985,282,315,397,2759.09,766.87,1484.24,2262.08,SCAN
157,random,bursty,47,300,251,UP,0.7899,0.3345,0.389,0.2431,4727,309,347,585,29409.38,5519.19,5885.29,6816.92,SSTF
158,random,sequential,36,250,82,UP,0.8131,0.2903,0.3668,0.2679,2470,415,415,497,15268.78,4497.6,4486.58,5604.94,SCAN
159,random,continuous,36,300,147,DOWN,0.819,0.2457,0.3801,0.2239,3917,432,446,589,46827.14,5913.45,6126.45,8012.65,SSTF
160,random,random,39,150,80,DOWN,0.7661,0.5612,0.3639,0.2175,1826,204,226,294,6299.86,3658.68,3332.37,6110.12,SCAN
161,random,bursty,35,400,0,DOWN,0.8492,0.1799,0.4059,0.2357,4907,396,396,790,45717.92,7089.5,7089.5,4003.84,C-SCAN
162,random,bursty,22,400,185,DOWN,0.7586,0.1202,0.3637,0.2552,2951,562,567,789,12812.41,3512.44,3906.53,5932.2,SSTF
163,random,random,13,200,68,UP,0.7787,0.1413,0.3076,0.271,858,299,329,357,1453.4,918.45,1036.43,1070.57,SSTF
164,random,sequential,41,150,7,UP,0.8439,0.5503,0.3488,0.237,2426,161,291,297,12192.79,4288.46,5412.66,5468.87,SSTF
165,random,all_at_once,45,150,141,DOWN,0.7681,0.6475,0.3467,0.2136,2174,144,286,298,26792.58,6208.09,6447.71,6485.7,C-SCAN
166,random,bursty,17,300,60,UP,0.8081,0.1241,0.3928,0.2342,1751,320,525,596,1721.61,2266.38,1852.62,2078.95,SCAN
167,random,bursty,28,400,361,DOWN,0.7801,0.1514,0.3104,0.2786,4417,392,745,785,28043.49,2913.95,2837.91,2958.71,C-SCAN
168,random,bursty,40,200,116,UP,0.8417,0.4124,0.4006,0.2181,3231,305,276,385,9125.83,4428.26,3149.32,4177.6,SCAN
169,random,all_at_once,48,400,382,UP,0.7704,0.2616,0.3751,0.2188,6393,725,393,794,113975.25,9243.72,8842.0,9352.06,C-SCAN
170,random,all_at_once,36,250,239,DOWN,0.7937,0.2988,0.3634,0.2111,3011,243,481,495,38224.6,4629.55,4915.85,4942.41,C-SCAN
171,random,sequential,29,400,296,DOWN,0.8223,0.148,0.3913,0.229,4073,682,692,762,36387.94,5353.61,5472.79,6023.64,C-SCAN
172,random,continuous,44,300,176,DOWN,0.7934,0.3132,0.4032,0.2146,4566,393,465,594,59971.91,7903.83,9043.7,10612.51,SSTF
173,random,sequential,44,300,233,DOWN,0.8518,0.2983,0.3948,0.2494,5431,526,528,590,53137.08,9028.33,9120.42,9513.03,C-SCAN
174,random,bursty,25,400,196,UP,0.7577,0.1389,0.3952,0.2691,3435,592,578,797,20200.23,2082.87,2835.66,5588.58,SSTF
175,random,sequential,30,300,195,DOWN,0.8111,0.2105,0.436,0.2251,3159,386,492,598,24762.28,3194.16,5006.15,6831.63,SSTF
176,random,all_at_once,12,200,128,DOWN,0.7165,0.1387,0.3877,0.2598,691,293,307,364,2108.51,958.68,1016.97,1213.34,SSTF
177,random,sequential,16,400,233,UP,0.7592,0.084,0.401,0.2703,1854,534,558,767,8687.24,2486.93,2686.51,4536.83,SSTF
178,random,random,19,150,120,DOWN,0.784,0.2657,0.2629,0.2735,984,256,268,298,1764.41,1461.8,1931.48,2211.22,SSTF
